User ID,Subscription Type,BASIC,STANDARD,,,,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
1233,Standard,507,23,2,1277,,13,23-06-22,3/7/2023,Mexico,41,Female,Smartphone,1 Month
1234,Standard,507,24,2,1236,,12,25-06-22,3/7/2023,Spain,48,Female,Smartphone,1 Month
1235,Basic,507,24,2,1188,,13,29-06-22,3/7/2023,Italy,39,Female,Tablet,1 Month
1236,Premium,506,23,2,1181,,15,1/7/2022,2/7/2023,Spain,35,Female,Tablet,1 Month
1237,Basic,506,24,2,1146,,11,5/7/2022,2/7/2023,Spain,32,Female,Tablet,1 Month
1238,Standard,505,23,2,1114,,12,12/7/2022,4/7/2023,United States,28,Female,Smartphone,1 Month
1239,Premium,505,24,2,1086,,11,16-07-22,2/7/2023,Canada,27,Male,Laptop,1 Month
1240,Basic,505,24,2,1086,,11,20-07-22,4/7/2023,United States,30,Female,Laptop,1 Month
1241,Premium,504,23,2,1102,,14,28-07-22,2/7/2023,United States,47,Female,Laptop,1 Month
1242,Basic,504,24,2,1055,,14,31-07-22,5/7/2023,Canada,49,Female,Tablet,1 Month
1243,Standard,503,23,2,1038,,14,14-08-22,2/7/2023,United Kingdom,43,Female,Smartphone,1 Month
1244,Standard,503,24,2,1025,,12,16-08-22,4/7/2023,Australia,42,Male,Tablet,1 Month
1245,Basic,503,24,2,1065,,14,18-08-22,3/7/2023,Germany,29,Female,Smartphone,1 Month
1246,Premium,502,23,2,1087,,15,27-08-22,5/7/2023,France,35,Female,Smartphone,1 Month
1247,Basic,502,24,2,1092,,13,1/9/2022,2/7/2023,Brazil,41,Female,Smartphone,1 Month
1248,Standard,501,23,2,1051,,13,3/9/2022,5/7/2023,Mexico,47,Female,Smart TV,1 Month
1249,Premium,501,24,2,1055,,14,7/9/2022,3/7/2023,Spain,28,Female,Smart TV,1 Month
1250,Basic,501,24,2,1027,,10,8/9/2022,4/7/2023,Italy,44,Female,Smartphone,1 Month
1251,Premium,500,23,2,983,,10,14-09-22,3/7/2023,Spain,28,Female,Tablet,1 Month
1252,Basic,500,24,2,955,,11,15-09-22,5/7/2023,Spain,51,Male,Laptop,1 Month
1253,Standard,499,23,2,955,,11,27-09-22,2/7/2023,United States,48,Male,Laptop,1 Month
1254,Standard,499,24,2,955,,14,30-09-22,4/7/2023,Canada,49,Female,Tablet,1 Month
1255,Basic,499,24,2,906,,10,2/10/2022,4/7/2023,United States,50,Male,Smart TV,1 Month
1256,Premium,498,23,2,954,,13,3/10/2022,5/7/2023,United States,43,Male,Laptop,1 Month
1257,Basic,498,24,2,954,,14,5/10/2022,1/7/2023,Canada,32,Male,Smart TV,1 Month
1258,Standard,497,23,2,987,,15,10/10/2022,3/7/2023,United Kingdom,42,Female,Tablet,1 Month
1259,Premium,497,24,2,979,,13,11/10/2022,3/7/2023,Australia,41,Female,Laptop,1 Month
1260,Basic,497,24,2,938,,11,13-10-22,4/7/2023,Germany,31,Male,Laptop,1 Month
1261,Premium,496,23,2,975,,11,14-10-22,2/7/2023,France,37,Female,Smart TV,1 Month
1262,Basic,496,24,2,938,,12,16-10-22,3/7/2023,Brazil,46,Male,Smart TV,1 Month
1263,Standard,495,23,2,938,,14,18-10-22,3/7/2023,Mexico,30,Female,Tablet,1 Month
1264,Standard,495,24,2,939,,11,22-10-22,5/7/2023,Spain,30,Female,Smart TV,1 Month
1265,Basic,495,24,2,909,,10,24-10-22,3/7/2023,Italy,34,Female,Tablet,1 Month
1266,Premium,494,23,2,875,,15,25-10-22,4/7/2023,Spain,47,Female,Laptop,1 Month
1267,Basic,494,24,2,828,,14,29-10-22,3/7/2023,Spain,41,Male,Tablet,1 Month
1268,Standard,493,23,2,876,,13,2/11/2022,4/7/2023,United States,42,Female,Laptop,1 Month
1269,Premium,493,24,2,834,,12,3/11/2022,5/7/2023,Canada,48,Female,Smartphone,1 Month
1270,Basic,493,24,1,786,,11,4/11/2022,6/7/2023,United States,30,Female,Smart TV,1 Month
1271,Basic,492,23,1,756,,13,5/11/2022,3/7/2023,United States,51,Male,Smartphone,1 Month
1272,Basic,491,23,1,756,,13,5/11/2022,4/7/2023,Canada,27,Male,Smartphone,1 Month
1273,Standard,490,22,0,806,,13,31-10-22,4/7/2023,United Kingdom,38,Male,Tablet,1 Month
1274,Premium,490,23,0,806,,12,27-10-22,5/7/2023,Australia,29,Female,Smart TV,1 Month
1275,Basic,490,23,0,777,,11,25-10-22,3/7/2023,Germany,40,Female,Smartphone,1 Month
1276,Basic,489,22,0,785,,12,26-10-22,4/7/2023,France,31,Female,Laptop,1 Month
1277,Premium,488,22,0,754,,11,30-09-22,4/7/2023,Brazil,30,Male,Smartphone,1 Month
1278,Standard,488,22,0,754,,13,27-09-22,5/7/2023,Mexico,44,Male,Laptop,1 Month
1279,Standard,488,23,0,754,,14,12/9/2022,3/7/2023,Spain,34,Female,Tablet,1 Month
1280,Basic,488,23,0,755,,14,25-08-22,4/7/2023,Italy,28,Female,Laptop,1 Month
1281,Premium,487,22,0,727,,13,25-08-22,4/7/2023,Spain,41,Female,Laptop,1 Month
1282,Standard,487,23,0,733,,12,22-08-22,5/7/2023,Spain,43,Male,Tablet,1 Month
1283,Basic,487,23,0,733,,10,17-08-22,2/7/2023,United States,33,Male,Laptop,1 Month
1284,Standard,486,23,1,773,,12,9/8/2022,3/7/2023,Canada,32,Female,Tablet,1 Month
1285,Premium,486,23,1,741,,10,6/8/2022,4/7/2023,United States,39,Male,Smart TV,1 Month
1286,Basic,486,23,1,741,,15,17-07-22,4/7/2023,United States,37,Male,Laptop,1 Month
1287,Premium,485,23,1,741,,11,12/7/2022,2/7/2023,Canada,46,Male,Tablet,1 Month
1288,Standard,485,24,1,741,,11,12/7/2022,3/7/2023,United Kingdom,39,Male,Smartphone,1 Month
1289,Basic,485,25,1,772,,12,2/7/2022,4/7/2023,Australia,46,Female,Tablet,1 Month
1290,Standard,484,24,1,771,,13,2/7/2022,3/7/2023,Germany,43,Male,Laptop,1 Month
1291,Premium,484,24,1,771,,10,30-06-22,2/7/2023,France,32,Female,Laptop,1 Month
1292,Basic,484,25,1,779,,12,30-06-22,4/7/2023,Brazil,30,Female,Smart TV,1 Month
1293,Standard,483,25,1,793,,11,1/7/2022,4/7/2023,Mexico,40,Female,Tablet,1 Month
1294,Premium,483,25,1,789,,11,30-06-22,4/7/2023,Spain,51,Female,Smartphone,1 Month
1295,Basic,483,25,1,738,,10,29-06-22,2/7/2023,Italy,40,Female,Smartphone,1 Month
1296,Premium,482,24,2,730,,12,30-06-22,3/7/2023,Spain,28,Male,Smart TV,1 Month
1297,Basic,482,25,2,730,,14,29-06-22,4/7/2023,Spain,51,Female,Smartphone,1 Month
1298,Standard,481,24,2,718,,14,26-06-22,3/7/2023,United States,27,Male,Laptop,1 Month
1299,Standard,481,24,2,718,,14,27-06-22,1/7/2023,Canada,35,Male,Smart TV,1 Month
1300,Basic,481,25,2,718,,11,24-06-22,3/7/2023,United States,37,Male,Laptop,1 Month
1301,Premium,480,24,2,718,,14,23-06-22,4/7/2023,United States,51,Male,Smart TV,1 Month
1302,Basic,480,24,2,757,,11,23-06-22,3/7/2023,Canada,40,Male,Smart TV,1 Month
1303,Standard,479,24,2,791,,14,25-06-22,3/7/2023,United Kingdom,38,Male,Laptop,1 Month
1304,Premium,479,24,2,791,,11,28-06-22,3/7/2023,Australia,48,Female,Laptop,1 Month
1305,Basic,479,24,2,772,,11,1/7/2022,3/7/2023,Germany,49,Male,Smartphone,1 Month
1306,Premium,478,24,2,772,,15,2/7/2022,5/7/2023,France,33,Female,Laptop,1 Month
1307,Basic,478,24,2,739,,10,6/7/2022,3/7/2023,Brazil,34,Female,Tablet,1 Month
1308,Standard,477,23,2,705,,15,12/7/2022,6/7/2023,Mexico,39,Male,Tablet,1 Month
1309,Standard,477,24,2,705,,13,17-07-22,2/7/2023,Spain,37,Female,Tablet,1 Month
1310,Basic,477,24,2,668,,15,23-07-22,5/7/2023,Italy,44,Male,Laptop,1 Month
1311,Premium,476,23,2,668,,15,29-07-22,4/7/2023,Spain,35,Male,Tablet,1 Month
1312,Basic,476,24,2,668,,11,6/8/2022,6/7/2023,Spain,31,Female,Laptop,1 Month
1313,Standard,475,23,2,678,,10,9/8/2022,2/7/2023,United States,39,Male,Smart TV,1 Month
1314,Premium,475,24,2,722,,13,14-08-22,5/7/2023,Canada,38,Male,Tablet,1 Month
1315,Basic,475,24,2,722,,11,20-08-22,3/7/2023,United States,42,Male,Smartphone,1 Month
1316,Premium,474,23,2,722,,12,28-08-22,5/7/2023,United States,48,Female,Tablet,1 Month
1317,Basic,474,24,2,702,,11,2/9/2022,3/7/2023,Canada,31,Male,Tablet,1 Month
1318,Standard,473,23,2,702,,11,4/9/2022,5/7/2023,United Kingdom,42,Male,Smartphone,1 Month
1319,Standard,473,24,2,730,,14,6/9/2022,3/7/2023,Australia,35,Male,Smartphone,1 Month
1320,Basic,473,24,2,761,,10,14-09-22,5/7/2023,Germany,39,Male,Laptop,1 Month
1321,Premium,472,23,2,808,,13,15-09-22,4/7/2023,France,50,Female,Tablet,1 Month
1322,Basic,472,24,2,800,,11,16-09-22,6/7/2023,Brazil,40,Male,Smartphone,1 Month
1323,Standard,471,23,2,834,,10,28-09-22,2/7/2023,Mexico,29,Male,Smartphone,1 Month
1324,Premium,471,24,2,874,,10,2/10/2022,4/7/2023,Spain,48,Female,Smart TV,1 Month
1325,Basic,471,24,2,868,,15,3/10/2022,4/7/2023,Italy,34,Male,Smartphone,1 Month
1326,Premium,470,23,2,868,,10,5/10/2022,5/7/2023,Spain,48,Male,Smartphone,1 Month
1327,Basic,470,24,2,868,,12,7/10/2022,2/7/2023,Spain,48,Male,Laptop,1 Month
1328,Standard,469,23,2,868,,12,9/10/2022,4/7/2023,United States,35,Female,Tablet,1 Month
1329,Standard,469,24,2,833,,11,11/10/2022,4/7/2023,Canada,29,Male,Laptop,1 Month
1330,Basic,469,24,2,879,,14,13-10-22,5/7/2023,United States,47,Female,Smart TV,1 Month
1331,Premium,468,23,2,878,,12,15-10-22,2/7/2023,United States,36,Male,Smartphone,1 Month
1332,Basic,468,24,2,878,,12,17-10-22,4/7/2023,Canada,40,Female,Smartphone,1 Month
1333,Standard,467,23,1,886,,14,21-10-22,4/7/2023,United Kingdom,51,Male,Tablet,1 Month
1334,Premium,467,24,1,918,,12,23-10-22,5/7/2023,Australia,37,Male,Smart TV,1 Month
1335,Basic,467,24,1,969,,12,24-10-22,6/7/2023,Germany,36,Male,Tablet,1 Month
1336,Premium,466,23,1,969,,12,28-10-22,4/7/2023,France,45,Male,Tablet,1 Month
1337,Basic,466,24,1,969,,11,31-10-22,4/7/2023,Brazil,31,Female,Tablet,1 Month
1338,Standard,465,23,1,981,,14,3/11/2022,4/7/2023,Mexico,45,Female,Laptop,1 Month
1339,Standard,465,24,1,936,,11,4/11/2022,5/7/2023,Spain,30,Male,Laptop,1 Month
1340,Basic,465,24,1,936,,14,5/11/2022,6/7/2023,Italy,40,Female,Smartphone,1 Month
1341,Premium,464,23,2,896,,14,6/11/2022,4/7/2023,Spain,44,Female,Smart TV,1 Month
1342,Basic,464,24,2,903,,12,1/11/2022,5/7/2023,Spain,36,Female,Laptop,1 Month
1343,Standard,463,23,2,903,,10,1/11/2022,5/7/2023,United States,36,Male,Tablet,1 Month
1344,Premium,463,24,2,944,,11,29-10-22,5/7/2023,Canada,32,Female,Smartphone,1 Month
1345,Basic,463,24,1,912,,10,27-10-22,3/7/2023,United States,46,Male,Smart TV,1 Month
1346,Basic,462,23,1,942,,12,16-10-22,4/7/2023,United States,39,Female,Smart TV,1 Month
1347,Basic,461,23,1,953,,13,14-10-22,4/7/2023,Canada,30,Male,Smart TV,1 Month
1348,Standard,460,22,1,994,,13,14-09-22,5/7/2023,United Kingdom,34,Male,Laptop,1 Month
1349,Premium,460,23,1,1023,,14,3/9/2022,3/7/2023,Australia,28,Male,Laptop,1 Month
1350,Basic,460,23,1,1023,,13,27-08-22,4/7/2023,Germany,39,Female,Smartphone,1 Month
1351,Basic,459,22,1,1015,,12,27-08-22,5/7/2023,France,34,Female,Laptop,1 Month
1352,Premium,458,22,1,981,,13,21-08-22,5/7/2023,Brazil,42,Male,Laptop,1 Month
1353,Standard,458,22,1,1016,,13,13-08-22,2/7/2023,Mexico,29,Female,Tablet,1 Month
1354,Standard,458,23,1,1026,,13,12/8/2022,4/7/2023,Spain,29,Male,Tablet,1 Month
1355,Basic,458,23,1,1026,,12,24-07-22,4/7/2023,Italy,30,Male,Tablet,1 Month
1356,Premium,457,22,1,1068,,11,24-07-22,4/7/2023,Spain,51,Male,Smartphone,1 Month
1357,Standard,457,23,1,1116,,11,12/7/2022,2/7/2023,Spain,51,Male,Smart TV,1 Month
1358,Basic,457,23,1,1149,,13,9/7/2022,4/7/2023,United States,44,Male,Tablet,1 Month
1359,Standard,456,23,1,1194,,13,9/7/2022,5/7/2023,Canada,35,Male,Laptop,1 Month
1360,Premium,456,23,1,1234,,10,10/7/2022,4/7/2023,United States,39,Male,Smart TV,1 Month
1361,Basic,456,23,1,1234,,12,2/7/2022,2/7/2023,United States,41,Female,Laptop,1 Month
1362,Premium,455,23,1,1224,,13,2/7/2022,4/7/2023,Canada,44,Female,Laptop,1 Month
1363,Standard,455,24,1,1213,,11,1/7/2022,5/7/2023,United Kingdom,29,Male,Laptop,1 Month
1364,Basic,455,25,1,1213,,14,1/7/2022,4/7/2023,Australia,47,Male,Tablet,1 Month
1365,Standard,454,24,1,1213,,10,30-06-22,2/7/2023,Germany,28,Female,Smartphone,1 Month
1366,Premium,454,24,1,1185,,15,29-06-22,4/7/2023,France,45,Male,Laptop,1 Month
1367,Basic,454,25,1,1217,,11,26-06-22,4/7/2023,Brazil,28,Female,Smartphone,1 Month
1368,Standard,453,25,1,1189,,14,27-06-22,3/7/2023,Mexico,31,Female,Laptop,1 Month
1369,Premium,453,25,1,1201,,13,25-06-22,3/7/2023,Spain,47,Female,Laptop,1 Month
1370,Basic,453,25,1,1196,,13,23-06-22,4/7/2023,Italy,42,Female,Tablet,1 Month
1371,Premium,452,24,2,1154,,14,24-06-22,4/7/2023,Spain,34,Female,Laptop,1 Month
1372,Basic,452,25,2,1147,,12,25-06-22,5/7/2023,Spain,40,Female,Laptop,1 Month
1373,Standard,451,24,2,1155,,13,26-06-22,4/7/2023,United States,42,Female,Laptop,1 Month
1374,Standard,451,24,2,1113,,14,27-06-22,7/7/2023,Canada,33,Male,Smart TV,1 Month
1375,Basic,451,25,2,1113,,12,30-06-22,3/7/2023,United States,30,Male,Laptop,1 Month
1376,Premium,450,24,2,1113,,14,3/7/2022,5/7/2023,United States,29,Male,Tablet,1 Month
1377,Basic,450,24,2,1113,,13,9/7/2022,4/7/2023,Canada,31,Male,Smart TV,1 Month
1378,Standard,449,24,2,1152,,14,17-07-22,6/7/2023,United Kingdom,46,Female,Smart TV,1 Month
1379,Premium,449,24,2,1106,,11,22-07-22,3/7/2023,Australia,46,Female,Smartphone,1 Month
1380,Basic,449,24,2,1060,,11,28-07-22,5/7/2023,Germany,47,Male,Laptop,1 Month
1381,Premium,448,24,2,1060,,12,4/8/2022,4/7/2023,France,48,Female,Smart TV,1 Month
1382,Basic,448,24,2,1055,,13,8/8/2022,6/7/2023,Brazil,32,Female,Smart TV,1 Month
1383,Standard,447,23,2,1023,,13,13-08-22,4/7/2023,Mexico,51,Female,Tablet,1 Month
1384,Standard,447,24,2,972,,13,17-08-22,5/7/2023,Spain,33,Male,Smart TV,1 Month
1385,Basic,447,24,2,1002,,15,20-08-22,4/7/2023,Italy,43,Male,Smartphone,1 Month
1386,Premium,446,23,2,1053,,14,28-08-22,6/7/2023,Spain,43,Female,Smart TV,1 Month
1387,Basic,446,24,2,1010,,13,29-08-22,4/7/2023,Spain,42,Male,Smart TV,1 Month
1388,Standard,445,23,2,1057,,15,3/9/2022,5/7/2023,United States,30,Male,Smartphone,1 Month
1389,Premium,445,24,2,1057,,13,10/9/2022,3/7/2023,Canada,50,Male,Smartphone,1 Month
1390,Basic,445,24,1,1102,,11,13-09-22,5/7/2023,United States,51,Female,Laptop,1 Month
1391,Premium,444,23,1,1098,,14,15-09-22,4/7/2023,United States,36,Female,Tablet,1 Month
1392,Basic,444,24,1,1110,,13,25-09-22,6/7/2023,Canada,41,Female,Tablet,1 Month
1393,Standard,443,23,1,1120,,10,1/10/2022,3/7/2023,United Kingdom,37,Male,Smart TV,1 Month
1394,Standard,443,24,1,1120,,11,2/10/2022,4/7/2023,Australia,30,Female,Tablet,1 Month
1395,Basic,443,24,1,1133,,11,5/10/2022,4/7/2023,Germany,50,Female,Tablet,1 Month
1396,Premium,442,23,1,1132,,14,6/10/2022,5/7/2023,France,41,Female,Smart TV,1 Month
1397,Basic,442,24,1,1091,,14,7/10/2022,3/7/2023,Brazil,29,Female,Laptop,1 Month
1398,Standard,441,23,1,1062,,12,10/10/2022,4/7/2023,Mexico,43,Male,Smart TV,1 Month
1399,Premium,441,24,1,1098,,12,12/10/2022,4/7/2023,Spain,31,Female,Smart TV,1 Month
1400,Basic,441,24,1,1100,,14,15-10-22,6/7/2023,Italy,40,Male,Laptop,1 Month
1401,Premium,440,23,1,1138,,12,17-10-22,5/7/2023,Spain,35,Female,Smart TV,1 Month
1402,Basic,440,24,1,1145,,13,21-10-22,4/7/2023,Spain,39,Female,Laptop,1 Month
1403,Standard,439,23,1,1136,,14,23-10-22,5/7/2023,United States,48,Male,Laptop,1 Month
1404,Standard,439,24,1,1136,,14,24-10-22,5/7/2023,Canada,42,Female,Tablet,1 Month
1405,Basic,439,24,1,1094,,11,27-10-22,6/7/2023,United States,48,Female,Smart TV,1 Month
1406,Premium,438,23,1,1073,,10,30-10-22,7/7/2023,United States,33,Female,Smart TV,1 Month
1407,Basic,438,24,1,1040,,14,31-10-22,4/7/2023,Canada,45,Female,Smart TV,1 Month
1408,Standard,437,23,1,995,,14,3/11/2022,4/7/2023,United Kingdom,40,Female,Smart TV,1 Month
1409,Premium,437,24,1,955,,15,5/11/2022,6/7/2023,Australia,38,Male,Tablet,1 Month
1410,Basic,437,24,1,996,,14,6/11/2022,6/7/2023,Germany,31,Female,Tablet,1 Month
1411,Premium,436,23,1,1010,,14,1/11/2022,4/7/2023,France,33,Female,Smart TV,1 Month
1412,Basic,436,24,1,977,,15,2/11/2022,5/7/2023,Brazil,27,Male,Laptop,1 Month
1413,Standard,435,23,1,977,,13,2/11/2022,5/7/2023,Mexico,47,Male,Smartphone,1 Month
1414,Standard,435,24,1,1018,,15,1/11/2022,6/7/2023,Spain,41,Male,Tablet,1 Month
1415,Basic,435,24,1,1018,,11,17-10-22,3/7/2023,Italy,32,Female,Smart TV,1 Month
1416,Premium,434,23,1,986,,11,18-10-22,5/7/2023,Spain,31,Male,Smart TV,1 Month
1417,Basic,434,24,1,986,,13,28-09-22,5/7/2023,Spain,43,Female,Tablet,1 Month
1418,Standard,433,23,1,973,,15,23-09-22,5/7/2023,United States,42,Female,Smart TV,1 Month
1419,Premium,433,24,2,931,,15,22-09-22,3/7/2023,Canada,46,Male,Smartphone,1 Month
1420,Basic,433,24,1,931,,12,31-08-22,4/7/2023,United States,27,Female,Smartphone,1 Month
1421,Basic,432,23,1,950,,15,28-08-22,5/7/2023,United States,48,Female,Smart TV,1 Month
1422,Basic,431,23,1,929,,15,27-08-22,5/7/2023,Canada,49,Male,Laptop,1 Month
1423,Standard,430,22,1,980,,12,17-08-22,3/7/2023,United Kingdom,43,Male,Smart TV,1 Month
1424,Premium,430,23,1,1008,,14,9/8/2022,4/7/2023,Australia,38,Male,Laptop,1 Month
1425,Basic,430,23,1,1008,,13,24-07-22,5/7/2023,Germany,37,Male,Smartphone,1 Month
1426,Basic,429,22,1,1039,,12,16-07-22,4/7/2023,France,39,Female,Smart TV,1 Month
1427,Premium,428,22,1,1000,,10,15-07-22,3/7/2023,Brazil,40,Male,Tablet,1 Month
1428,Standard,428,22,1,1045,,12,12/7/2022,5/7/2023,Mexico,40,Male,Smart TV,1 Month
1429,Standard,428,23,1,1045,,12,12/7/2022,6/7/2023,Spain,48,Male,Laptop,1 Month
1430,Basic,428,23,1,1092,,13,9/7/2022,5/7/2023,Italy,43,Female,Smart TV,1 Month
1431,Premium,427,22,1,1078,,10,5/7/2022,2/7/2023,Spain,46,Male,Laptop,1 Month
1432,Standard,427,23,1,1127,,11,5/7/2022,5/7/2023,Spain,43,Male,Smartphone,1 Month
1433,Basic,427,23,1,1168,,10,3/7/2022,5/7/2023,United States,30,Female,Tablet,1 Month
1434,Standard,426,23,2,1138,,13,1/7/2022,4/7/2023,Canada,51,Female,Laptop,1 Month
1435,Premium,426,23,2,1087,,12,30-06-22,3/7/2023,United States,30,Male,Smartphone,1 Month
1436,Basic,426,23,2,1087,,14,27-06-22,4/7/2023,United States,47,Female,Smart TV,1 Month
1437,Premium,425,23,2,1040,,13,28-06-22,4/7/2023,Canada,41,Male,Laptop,1 Month
1438,Standard,425,24,2,1040,,10,28-06-22,5/7/2023,United Kingdom,45,Female,Smartphone,1 Month
1439,Basic,425,25,2,995,,14,24-06-22,4/7/2023,Australia,47,Female,Laptop,1 Month
1440,Standard,424,24,2,999,,11,24-06-22,5/7/2023,Germany,48,Female,Smart TV,1 Month
1441,Premium,424,24,2,951,,11,25-06-22,4/7/2023,France,51,Female,Tablet,1 Month
1442,Basic,424,25,2,900,,10,26-06-22,6/7/2023,Brazil,29,Male,Smart TV,1 Month
1443,Standard,423,25,2,942,,13,27-06-22,5/7/2023,Mexico,43,Female,Laptop,1 Month
1444,Premium,423,25,2,947,,13,29-06-22,7/7/2023,Spain,49,Female,Tablet,1 Month
1445,Basic,423,25,2,935,,11,2/7/2022,3/7/2023,Italy,37,Male,Smartphone,1 Month
1446,Premium,422,24,3,986,,13,7/7/2022,5/7/2023,Spain,48,Male,Tablet,1 Month
1447,Basic,422,25,3,1015,,11,13-07-22,5/7/2023,Spain,36,Female,Tablet,1 Month
1448,Standard,421,24,3,979,,14,18-07-22,7/7/2023,United States,33,Female,Laptop,1 Month
1449,Standard,421,24,3,946,,14,24-07-22,4/7/2023,Canada,38,Female,Laptop,1 Month
1450,Basic,421,25,3,952,,12,31-07-22,6/7/2023,United States,42,Female,Smartphone,1 Month
1451,Premium,420,24,3,910,,15,1/8/2022,5/7/2023,United States,30,Female,Tablet,1 Month
1452,Basic,420,24,3,918,,10,8/8/2022,6/7/2023,Canada,39,Male,Smart TV,1 Month
1453,Standard,419,24,3,918,,14,13-08-22,4/7/2023,United Kingdom,36,Male,Smartphone,1 Month
1454,Premium,419,24,3,958,,11,14-08-22,6/7/2023,Australia,27,Female,Smartphone,1 Month
1455,Basic,419,24,3,931,,11,23-08-22,4/7/2023,Germany,49,Male,Smart TV,1 Month
1456,Premium,418,24,3,931,,14,27-08-22,6/7/2023,France,31,Male,Laptop,1 Month
1457,Basic,418,24,3,931,,10,31-08-22,5/7/2023,Brazil,36,Male,Laptop,1 Month
1458,Standard,417,23,3,931,,14,9/9/2022,6/7/2023,Mexico,41,Female,Tablet,1 Month
1459,Standard,417,24,3,918,,10,10/9/2022,4/7/2023,Spain,45,Female,Laptop,1 Month
1460,Basic,417,24,3,873,,14,12/9/2022,5/7/2023,Italy,45,Male,Smart TV,1 Month
1461,Premium,416,23,4,873,,11,17-09-22,5/7/2023,Spain,32,Male,Smart TV,1 Month
1462,Basic,416,24,4,873,,13,21-09-22,6/7/2023,Spain,41,Female,Smartphone,1 Month
1463,Standard,415,23,4,832,,11,2/10/2022,3/7/2023,United States,37,Male,Smart TV,1 Month
1464,Premium,415,24,4,860,,10,4/10/2022,5/7/2023,Canada,27,Male,Laptop,1 Month
1465,Basic,415,24,4,860,,14,6/10/2022,4/7/2023,United States,41,Male,Laptop,1 Month
1466,Premium,414,23,4,890,,13,7/10/2022,6/7/2023,United States,30,Female,Smart TV,1 Month
1467,Basic,414,24,4,860,,12,8/10/2022,4/7/2023,Canada,43,Male,Smartphone,1 Month
1468,Standard,413,23,3,860,,12,11/10/2022,5/7/2023,United Kingdom,51,Male,Laptop,1 Month
1469,Standard,413,24,3,888,,12,13-10-22,4/7/2023,Australia,46,Female,Smart TV,1 Month
1470,Basic,413,24,3,842,,10,15-10-22,6/7/2023,Germany,27,Female,Tablet,1 Month
1471,Premium,412,23,3,815,,10,19-10-22,6/7/2023,France,51,Female,Smartphone,1 Month
1472,Basic,412,24,3,791,,14,21-10-22,6/7/2023,Brazil,28,Female,Laptop,1 Month
1473,Standard,411,23,3,763,,14,23-10-22,5/7/2023,Mexico,33,Male,Smartphone,1 Month
1474,Premium,411,24,3,795,,12,26-10-22,5/7/2023,Spain,31,Female,Laptop,1 Month
1475,Basic,411,24,3,764,,13,27-10-22,6/7/2023,Italy,47,Male,Laptop,1 Month
1476,Premium,410,23,4,764,,10,31-10-22,7/7/2023,Spain,45,Female,Tablet,1 Month
1477,Basic,410,24,4,769,,13,3/11/2022,5/7/2023,Spain,42,Male,Smart TV,1 Month
1478,Standard,409,23,4,769,,15,5/11/2022,6/7/2023,United States,47,Female,Smart TV,1 Month
1479,Standard,409,24,4,754,,12,6/11/2022,6/7/2023,Canada,29,Female,Smart TV,1 Month
1480,Basic,409,24,4,770,,13,3/11/2022,7/7/2023,United States,49,Female,Laptop,1 Month
1481,Premium,408,23,4,752,,14,3/11/2022,4/7/2023,United States,41,Female,Laptop,1 Month
1482,Basic,408,24,4,711,,13,4/11/2022,5/7/2023,Canada,45,Male,Smartphone,1 Month
1483,Standard,407,23,3,741,,14,2/11/2022,6/7/2023,United Kingdom,49,Male,Smart TV,1 Month
1484,Premium,407,24,3,785,,13,27-10-22,6/7/2023,Australia,41,Male,Smart TV,1 Month
1485,Basic,407,24,3,785,,15,27-10-22,4/7/2023,Germany,37,Male,Laptop,1 Month
1486,Premium,406,23,3,815,,14,15-10-22,5/7/2023,France,31,Male,Smartphone,1 Month
1487,Basic,406,24,3,846,,13,3/10/2022,5/7/2023,Brazil,29,Male,Smartphone,1 Month
1488,Standard,405,23,3,877,,10,25-09-22,5/7/2023,Mexico,51,Female,Smart TV,1 Month
1489,Standard,405,24,3,826,,12,16-09-22,3/7/2023,Spain,33,Male,Smart TV,1 Month
1490,Basic,405,24,3,870,,12,14-09-22,4/7/2023,Italy,31,Male,Smartphone,1 Month
1491,Premium,404,23,3,870,,11,11/9/2022,5/7/2023,Spain,42,Female,Laptop,1 Month
1492,Basic,404,24,3,828,,15,9/9/2022,5/7/2023,Spain,48,Female,Laptop,1 Month
1493,Standard,403,23,3,780,,13,12/8/2022,3/7/2023,United States,37,Female,Laptop,1 Month
1494,Premium,403,24,3,743,,13,4/8/2022,6/7/2023,Canada,51,Female,Smartphone,1 Month
1495,Basic,403,24,2,726,,12,4/8/2022,6/7/2023,United States,29,Female,Tablet,1 Month
1496,Basic,402,23,2,697,,13,31-07-22,5/7/2023,United States,46,Male,Tablet,1 Month
1497,Basic,401,23,2,740,,15,29-07-22,3/7/2023,Canada,35,Male,Smart TV,1 Month
1498,Standard,400,22,2,740,,15,14-07-22,5/7/2023,United Kingdom,44,Female,Smartphone,1 Month
1499,Premium,400,23,2,731,,12,13-07-22,6/7/2023,Australia,36,Male,Smart TV,1 Month
1500,Basic,400,23,2,731,,14,11/7/2022,5/7/2023,Germany,38,Female,Tablet,1 Month
1501,Basic,399,22,2,693,,12,12/7/2022,3/7/2023,France,36,Male,Smart TV,1 Month
1502,Premium,398,22,2,742,,14,11/7/2022,5/7/2023,Brazil,40,Female,Laptop,1 Month
1503,Standard,398,22,2,702,,10,2/7/2022,5/7/2023,Mexico,29,Male,Laptop,1 Month
